ArticleId,Text,Category
40,german growth goes into reverse germany s economy shrank 0.2% in the last three months of 2004  upsetting hopes of a sustained recovery.  the figures confounded hopes of a 0.2% expansion in the fourth quarter in europe s biggest economy. the federal statistics office said growth for the whole of 2004 was 1.6%  after a year of contraction in 2003  down from an earlier estimate of 1.7%. it said growth in the third quarter had been zero  putting the economy at a standstill from july onward. germany has been reliant on exports to get its economy back on track  as unemployment of more than five million and impending cuts to welfare mean german consumers have kept their money to themselves. major companies including volkswagen  daimlerchrysler and siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. according to the statistics office  destatis  rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.  but the relentless rise in the value of the euro last year has also hit the competitiveness of german products overseas. the effect has been to depress prospects for the 12-nation eurozone as a whole  as well as germany. eurozone interest rates are at 2%  but senior officials at the rate-setting european central bank are beginning to talk about the threat of inflation  prompting fears that interest rates may rise. the ecb s mandate is to fight rising prices by boosting interest rates - and that could further threaten germany s hopes of recovery.,business
1511,soros group warns of kazakh close the open society institute (osi)  financed by billionaire george soros  has accused kazakhstan officials of trying to close down its local office.  a demand for unpaid taxes and fines of $600 000 (£425 000) is politically motivated  the osi claimed  adding that it paid the money in october. the organisation has found itself in trouble after being accused of helping to topple georgia s former president. it denies having any role  but offices have had to close across the region.  the osi shut its office in moscow last year and has withdrawn from uzbekistan and belarus. in the ukraine earlier this year  mr soros - who took on the bank of england in the 1990s - and won  was pelted by protestors.  this legal prosecution can be considered an attempt by the government to force soros foundation-kazakhstan to cease its activities in kazakhstan and shut its doors for kazakh citizens and organisations   the osi said.  the osi aims to promote democratic and open  market-based societies. since the break up of the soviet union in 1991  kazakhstan has been dominated by its president nursultan abish-uly nazarbayev. he has powers for life  while insulting the president and officials has been made a criminal offence. the government controls the printing presses and most radio and tv transmission facilities. it operates the country s national radio and tv networks. recent elections were criticised as flawed and the opposition claimed there was widespread vote rigging. supporters  however  say he brings much needed stability to a region where islamic militancy is on the rise. they also credit him with promoting inter-ethnic accord and pushing through harsh reforms.,business
770,european losses hit gm s profits general motors (gm) saw its net profits fall 37% in the last quarter of 2004  as it continued to be hit by losses at its european operations.  the us giant earned $630m (£481.5m) in the october-to-december period  down from $1bn in the fourth quarter of 2003. gm s revenues rose 4.7% to $51.2bn from $48.8bn a year earlier. the fourth-quarter losses at general motors europe totalled $345m  up from $66m during the same period in 2003. gm s main european brands are opel and vauxhall.  excluding special items  gm s global income from continuing operations totalled $569m during the quarter  down from $838m a year earlier. the results were in line with wall street expectations and shares in gm rose by about 1% in pre-market trade. for the whole of 2004  gm earned $3.7bn  down from $3.8bn in 2003  while its annual revenue rose 4.5% to $193bn. gm said its profits were also hit by higher healthcare costs in the us.  gm reported solid overall results in 2004  despite challenging competitive conditions in many markets around the globe   gm chairman and chief executive rick wagoner said in a statement. the company recently announced that it expected profits in 2005 to be lower than in 2004.,business
1159,disney settles disclosure charges walt disney has settled charges from us federal regulators that it failed to disclose how family members of directors were employed by the company.  the media giant was not fined by the securities and exchange commission  but has agreed to refrain from any future violations of securities law. disney failed to tell investors that between 1999 and 2001 it employed three adult children of three then directors. the firm has neither admitted nor denied wrongdoing in the settlement.  the three disney directors in question in the central matter of the sec s investigation - reveta bowers  stanley gold and raymond watson - have all since left the company  with ms bowers and mr watson both retiring  and mr gold quitting in 2003. their children were paid between $60 000 (£30 800) and $150 000 a year  with shareholders not being informed. the sec also found that disney did not disclose that a 50% disney-owned subsidiary company - lifetime - employed the wife of current disney director john bryson  and that she earned more than $1m a year. louise bryson remains with lifetime.  disney also failed to disclose payments to air shamrock  an airline owned by mr gold and fellow former disney directors roy disney. finally  disney also did not reveal that it provided more than $200 000 annually for office space  secretarial services  and a leased car and driver to former director thomas murphy.  shareholders have a significant interest in information regarding relationships between the company and its directors   said sec deputy enforcement director linda thomsen.  failure to comply with the sec s disclosure rules in this area impedes shareholders  ability to evaluate the objectivity and independence of directors.,business
1657,egypt and israel seal trade deal in a sign of a thaw in relations between egypt and israel  the two countries have signed a trade protocol with the us  allowing egyptian goods made in partnership with israeli firms free access to american markets.  the protocol  signed in cairo  will establish what are called  qualified industrial zones  in egypt. products from these zones will enjoy duty free access to the us  provided that 35% of their components are the product of israeli-egyptian cooperation. the us describes this as the most important economic agreement between egypt and israel in two decades.  the protocol establishing the zones has been stalled for years. there has been deep sensitivity in egypt about any form of co-operation with israel as long as its peace process with the palestinians remains blocked. but in recent weeks an unusual warmth has crept into relations between the two countries. both exchanged prisoners earlier this month  with egypt handing back an israeli who has served eight years in prison after being convicted for spying.  egyptian president hosni mubarak has described israeli prime minister ariel sharon as the best chance for the palestinians to achieve peace. the government in cairo now believes mr sharon is moving towards the centre and away from the positions of right wing groups. it also believes the us  pressed by europe  is now more willing to engage seriously in the search for a settlement. but there are also pressing economic reasons for egypt s decision to enter into the trade agreement. it will give a huge boost to egyptian textile exports  which are about to suffer a drop after new regulations come into force in the us at the beginning of the year.,business
1824,qantas considers offshore option australian airline qantas could transfer as many as 7 000 jobs out of its home country as it seeks to save costs  according to newspaper reports.  chief executive geoff dixon was quoted by the australian newspaper as saying the carrier could no longer afford to remain  all-australian . unions criticised the possible move - which may affect cabin and maintenance staff - saying qantas was profitable. more than 90% of the airline s staff are based in australia.  qantas confirmed it was looking at whether it might recruit and source products overseas - potentially through joint ventures - but said it would continue to create jobs in australia.  despite making a record australian dollars 648m ($492m) profit last year  qantas has argued that it needs to make considerable savings if it is to remain competitive.  we re going to have to get the lowest cost structure we can and that willmean sourcing things more and more from overseas   the newspaper quoted qantas chief executive geoff dixon as saying. early this year  qantas increased the number of flight attendants based in london from 370 to 870. if qantas were to follow the lead of other airlines moving staff  offshore  7 000 jobs could shift overseas  the newspaper reported. in a statement  qantas said it was looking to build its operations overseas. however  it stressed this would not result in large scale redundancies in its home market  where most of its 35 000 staff are employed.  we are totally committed to continuing to grow jobs in australia   mr dixon said.  we are  however  operating in a global market and there is no room for complacency simply because we are currently profitable and successful.   unions reacted angrily to the reported disclosure  arguing that qantas was profitable and did not need to take such action.  we could understand if qantas was a struggling airline about to go under   michael mijatov  international division secretary of the flight attendants association  told agence france presse.  qantas announced a record profit last year and is on course this year for an even greater profit so it is totally unnecessary.  in an effort to meet the challenge posed by low cost carriers  qantas sought a tie-up with air new zealand last year however  the deal was thrown out by the new zealand high court on competition grounds.,business
365,bangkok film festival battles on organisers of the third bangkok international film festival have been determined to carry on with this year s event despite the ravages of the asian tsunami disaster.  the festivities have been scaled down  red carpets have been mothballed and profits from ticket sales are being donated to the tsunami relief fund. apart from this  however  the festival has continued as originally planned.  when the disaster happened  we naturally asked ourselves if we should cancel   said the festival s executive director  craig prater.  the decision was made that we would continue  but that the focus would change.   our premieres became fundraisers  the opening night was visibly toned down and 10% of every ticket sold goes to the disaster fund   he continued.  but we feel like we ve turned a page. we ve acknowledged our position  and now it s business as usual.   mr prater s sentiments were echoed by christine rush  director of the festival s sister event  the bangkok film market.  we have been careful to be respectful of the thai nation s recovery from this terrible disaster   she said.   however  the nation s recovery very much depends upon it continuing its economic life.  we are encouraging attendees to keep the victims in mind and aggressively support the aid organisations helping out   she added. given the conspicuously low audience figures  that support may be more symbolic than significant. however  poor ticket sales have less to do with any fallout from the disaster and more to do with administrative and promotional difficulties.  the eclectic programme contains a wide range of titles  including such oscar hopefuls as ray charles biopic ray and mike leigh s abortion drama vera drake. that said  the absence of thai subtitles on most film prints might have proved offputting to local cinemagoers.  on a more positive note  the celebrity guests attending the event have generated huge media interest in this busy capital city. problems securing air transport  the clash with last sunday s golden globes ceremony in los angeles and other factors have forced some big names to cancel.  but the festival has still attracted such hollywood directors as oliver stone and joel schumacher  alongside such screen stars as michael douglas  jeremy irons and jean-claude van damme. irons  whose film being julia is in competition for the festival s golden kinnaree awards  said he had wondered whether he should attend after december s catastrophe.  i questioned whether i should come when such a tragedy had happened   the british actor said.  i thought it might be in rather bad taste. but then i spoke to the organisers and i was encouraged to let life go on.  now i ve come here i m very glad. what impresses me about thai culture is they get over these things far quicker than we do in the west   he continued.  basically i was invited here by thailand. if they still want you to come  you should.   now in its third year  bangkok is a relatively recent addition to the hectic film festival calendar. and while it has yet to attain the stature of more established events held in hong kong  tokyo and pusan in south korea  mr prater predicts it will soon become their equal.  it s grown awfully fast in three years - maybe too fast   he concedes.  we ve had some bumps in the road  but that s only because the festival is still a baby.  i have no doubt in my mind that in five years  this will be the top asian film festival in the world.  the golden kinnarees will be awarded on friday. the festival itself runs until 24 january.,entertainment
1493,x factor show gets second series tv talent show the x factor is to return for a second series after being recommissioned by itv.  judges simon cowell  louis walsh and sharon osbourne are in discussions to sign up for the new series. the final of the first series will take place on 11 december. last saturday s show was beaten in the ratings by the bbc s strictly come dancing.  working on the x factor has been a blast... i predict series two will be even better   said cowell.  i think the production team have done an amazing job   he added.  the pop idol-style show votes off a group or contestant every week - the two that receive the lowest public vote have to perform a second time before the judges make a final decision. rowetta satchell  steve brookstein  tabby callaghan and group g4 are the remaining finalists. itv s controller of entertainment  claudia rosencrantz  said she had no hesitation in recommissioning the show.  there s much more to come this series as we build towards the final next month and it s great to have secured this terrific format for our viewers for another series   she said.,entertainment
1090,spike lee backs student directors film-maker spike lee says black representation is stronger than ever in cinema and tv but the true power in entertainment lies behind the camera.  the she hate me director urged students at his old atlanta university  morehouse college  to seek  gatekeeper positions  behind the scenes. lee told them to  work up the corporate ladder because everybody can t be an actor  everybody can t make a record . he spoke as part of a discussion panel  then led a retrospective of his films.  returning to his old university  which educates only african american students  lee discussed the challenges facing black people in the entertainment industry.  even denzel (washington)  he s getting $20m a movie. but when it comes time to do a movie  he has to go to one of those gatekeepers   lee said. he told aspiring young film-makers in the audience not to ignore non-traditional routes to getting a movie made  including raising funds independently and releasing films straight to dvd.  it s a huge market   the 47-year-old director said.  it s not something that should be looked upon as a stepchild.  lee has made more than 25 films  including jungle fever  do the right thing  summer of sam and 1986 hit she s gotta have it.,entertainment
264,ten-year tragedy of missing manic richey edwards  guitarist and lyricist for the manic street preachers  vanished 10 years ago  on 1 february 1995. his disappearance remains one of the most tragic mysteries in rock music.  for his devoted fans  richey edwards was an inspired and inspiring poet  a man who articulated their desperation and despair  who shouted the things most kept hidden. the manic street preachers may only have become stadium-conquering rock giants since his disappearance - but edwards was the figurehead for their first  dangerous and dazzling incarnation. edwards did not feature in the original line-up of the band  though. singer/guitarist james dean bradfield  bassist nicky wire and drummer sean moore were originally accompanied by a rhythm guitarist called flicker. but edwards replaced flicker in time for the band s self-financed debut  suicide alley  after designing the record s artwork.  after becoming a full-time member  edwards became a critical part of the band  writing lyrics and playing guitar - though in many concerts  he was not actually plugged in. but the fiercely intelligent edwards - who name-checked writers such as sylvia plath  george orwell and philip larkin - battled depression  alcohol problems  eating disorders  and self-harm. by the time the band released their third album  the holy bible  in october 1994  edwards had been admitted to hospital with depression. but in his last interview a few months later  seemed to be making plans for the future.  edwards walks out of the embassy hotel in london in the early morning  ahead of the band s us tour to promote the holy bible. in the following days  police issue a missing person alert and his parents  graham and sherry  plead for their son to let them know he is safe and well.  police discover edwards  car in a car park near the severn bridge near bristol - a notorious suicide spot. the discovery leads many to believe he has killed himself. the rest of the band stop touring and recording.  the band play their first concerts since edwards  disappearance as a trio  performing support slots for the stone roses on their uk stadium tour.  the manic street preachers release their first music since edwards  disappearance. a design for life reaches number two in the uk singles chart. the album everything must go follows.  the manics win best band and best album for everything must go at the brit awards.  a fan says she saw edwards in the hippy resort of goa  india. interpol are alerted but do not track him down.  graham and sherry edwards fly to the spanish island of fuerteventura six weeks after reports a man fitting their son s description has been seen in a bar called underground. the report comes to nothing.  edwards  sister rachel makes an emotional tv appeal five years after the disappearance.  i d just like to say to him if he is able to listen that we do love him very much and we d like him to come back - me  mum and dad   she said.  the band play a concert in the cuban capital  havana - the first contemporary western rock band to play there.  on the seventh anniversary of his disappearance  police offer edwards  parents the opportunity to sign a death certificate. they refuse. the big issue magazine  which supports homelessness charities  prints the last known picture of edwards in a fresh plea for information.  a pair of trainers containing human bones washed up on the banks of the river severn have no link to edwards  police say.  the last song written by edwards - a song called judge y self  which was to have been used for the judge dredd film soundtrack - is released on the b-side compilation lipstick traces. a skeleton found by the river severn is not edwards  tests reveal.  the manics  seventh studio album  lifeblood  features a song dedicated to edwards called cardiff afterlife.  the remaining manic street preachers members continue to pay a quarter of the band s royalties into an account held in his name.,entertainment
734,comeback  show for friends star friends actress lisa kudrow is to play the lead role in a new series about a one-time sitcom star  according to the hollywood reporter.  thirteen episodes of comeback have been commissioned by cable channel hbo  home of hits such as sex and the city. kudrow  who played phoebe in friends  co-wrote the pilot episode and will also act as executive producer. hbo has been looking for its next big comedy hit since sex and the city drew to a close in the us in february. comeback is the first 30-minute comedy series that the channel has picked up since the sex and the city drew to the end of its six-year-run. friends ended its 10-year run on the nbc network in may  and attentions have turned to which projects its six individual stars would pursue.  matt leblanc is starring in a friends spin-off sitcom  charting joey s fortunes in los angeles as he pursues his acting career. jennifer aniston  who was rachel in the long-running show  has enjoyed a series of successful film appearances  with further projects in the pipeline. courteney cox arquette (monica) has been working on a drama project along with husband david arquette for hbo  called the rise and fall of taylor kennedy. matthew perry  who played chandler  has appeared on the west end stage  and has a film  the beginning of wisdom  currently in production. and david schwimmer (ross) directed during his time on friends  and has also worked on joey.,entertainment
1796,us tv cuts nudity from bbc film a us tv network is editing bbc films  dirty war to avoid showing the front of a nude woman being scrubbed down after a fictional chemical attack.  it is not worth showing  non-essential  nude scenes when indecency complaints are  aggressively pursued  by us tv watchdogs  said pbs  jacoba atlas. dirty war - screened uncut on bbc one last september - depicts a dirty bomb attack on the city of london. it is also being screened uncut on us cable channel hbo on 24 january. pbs said it will use extra footage for its broadcast  showing the woman  from a more discreet angle  instead.  the us federal communications commission fined cbs $550 000 (£306 814) last autumn for singer janet jackson s  wardrobe malfunction   during which her breast was exposed during a dance routine with justin timberlake. many us networks and broadcasters are now more nervous about airing nudity  violence or bad language. ms atlas said pbs could put itself financially at risk if it showed the uncut version of dirty war  and it could also deter many of its 170 individual stations from airing  an important film .  you want to pick your battles   she said. she added that pbs  which is a private  non-profit media enterprise owned and operated by the nation s 349 public television stations  is bolder about screening non-fiction or historical programming. pbs is seen in virtually all us homes with tv  and describes itself as a  trusted community resource  serving nearly 100 million people each week.,entertainment
1473,early elvis recordings go on sale some of elvis presley s earliest recordings - including takes of all shook up - are going under the hammer on sunday at a los angeles auction.  the six unedited reel-to-reel tapes - which were owned by the engineer who recorded them - are valued at up to $50 000 (£29 000). highlights of the two hour-long collection will get their public debut at bonhams auction house on saturday. the rca tapes date from september 1956 to september 1957. the  pre-masters  include a take of jailhouse rock  religious songs  material for his first christmas album  and banter between presley  members of his band and engineer thorne nogar.   we ve had them for a lot of years  and i think the people should enjoy them   nogar s son stephen  57  said.  and frankly  we could use the money.  nogar  who died in 1994 aged 72  always used to make two tapes of sessions as a back-up in case rca producers wanted to make late changes to songs.  he called them his ass-saver tapes   his son said. the quality is said to be noticeably crisper than that of a new vinyl record. because the family does not own the copyright to the music  the tapes can only be sold for  personal enjoyment  and they cannot be copied for commercial gain.,entertainment
30,halloween writer debra hill dies screenwriter and producer debra hill  best known for her work on the 70s horror classic halloween  has died in los angeles aged 54.  hill  who had been suffering from cancer  co-wrote the 1978 film  which starred jamie lee curtis as a babysitter terrorised by a psychopath. directed by john carpenter  it made over $60m (£31.3m) worldwide - a record for independent film at that time. hill also worked with carpenter on escape from new york and the fog. born in new jersey  hill began her career as a production assistant and worked her way through the ranks  becoming an assistant director and second-unit director before she began collaborating with carpenter.  she was regarded by many as a pioneering woman in film  taking on jobs in the 70s that were more commonly taken by men.  back when i started in 1974  there were very few women in the industry   she said in 2003.  i was assumed to be the make-up and hair person  or the script person. i was never assumed to be the writer or producer.   i took a look around and realised there weren t that many women  so i had to carve a niche for myself.  carpenter said that working with hill was  one of the greatest experiences of my life .  the ground that she trailblazed in the beginning can now be followed by anyone. she was incredibly capable and talented   he said. carpenter and hill collaborated on a number of halloween sequels  including halloween ii  halloween: resurrection and halloween: the curse of michael myers.  later in her career  hill formed a production company with her friend lynda obst  making a string of hit films including oscar nominee the fisher king and teen comedy adventures in babysitting. other films included the stephen king adaptation the dead zone in 1983 and 1985 s clue  a comedy based on the board game cluedo. in the 90s she pursued work in tv  although she was reunited with carpenter in 1996 for escape from la  the sequel to escape from new york. at the time of her death she was working on a film about the last two men pulled from the rubble of the twin towers following the 11 september terror attacks in 2001. she was also co-producing the remake of the fog  which is due for release early next year.,entertainment
374,aviator  creator  in oscars snub the man who said he got oscar-nominated movie the aviator off the ground and signed up leonardo dicaprio has been shut out of the academy awards race.  charles evans jr battled over his role with the people who eventually made the film  and won a producer s credit. but he is not on the list of producers who can win a best film oscar due to a limit on the number of nominees. the oscars organisers have picked two of the aviator s four producers to be nominated for best film.  up to three producers can be named per film but the studios behind the aviator and million dollar baby failed to trim their credits - so the academy of motion pictures arts and sciences (ampas) has done it for them. the aviator s nominated producers are michael mann and graham king - with mr evans and sandy climan  mr mann s former deputy  left off. mr evans sued mr mann in 2001  claiming he came up with the idea  spent years developing it and persuaded dicaprio to play hughes - but said he was later excluded from the project. the two sides settled out of court in a deal that has remained secret apart from the fact mr evans  name has appeared as a producer when the film s credits roll. at the golden globes  mr evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with dicaprio  director martin scorsese  mr mann and mr king.  ampas decided to limit the number of producers who could be nominated after shakespeare in love s victory in 1999 saw five producers collect awards. the eligible names for the aviator and million dollar baby were decided by ampas  producers branch executive committee on wednesday. the decision also saw clint eastwood get his third personal nomination for million dollar baby. he is now named in the best film category as well as being nominated for best director and best lead actor. the academy awards ceremony will be held in hollywood on 27 february. chinese actress ziyi zhang  star of crouching tiger  hidden dragon  hero and house of flying daggers  is the latest name to be added to the list of presenters on the night.,entertainment
